StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.2,Q2.3_1,Q2.3_2,Q2.3_5,Q2.3_7,Q2.3_8,Q2.3_9,Q2.3_10,Q2.3_11,Q2.3_13,Q2.3_14,Q2.3_13_TEXT,Q2.4#1_1_1,Q2.4#1_1_2,Q2.4#1_2_1,Q2.4#1_2_2,Q2.4#1_3_1,Q2.4#1_3_2,Q2.4#1_4_1,Q2.4#1_4_2,Q2.4#1_5_1,Q2.4#1_5_2,Q2.4#1_6_1,Q2.4#1_6_2,Q2.4#1_7_1,Q2.4#1_7_2,Q2.4#1_8_1,Q2.4#1_8_2,Q2.4#1_9_1,Q2.4#1_9_2,Q2.4#1_9_TEXT,Q2.4#1_10_1,Q2.4#1_10_2,Q2.5,Q2.6,Q2.7,Q2.8,Q2.9,Q2.10,Q2.11,Q3.2_1_1,Q3.2_1_2,Q3.2_2_1,Q3.2_2_2,Q3.2_3_1,Q3.2_3_2,Q3.2_4_1,Q3.2_4_2,Q3.2_5_1,Q3.2_5_2,Q3.2_5_TEXT,Q3.2_6_1,Q3.2_6_2,Q3.3_1_1,Q3.3_1_2,Q3.3_2_1,Q3.3_2_2,Q3.3_3_1,Q3.3_3_2,Q3.3_4_1,Q3.3_4_2,Q3.3_5_1,Q3.3_5_2,Q3.3_5_TEXT,Q4.2_1_1,Q4.2_1_2,Q4.2_2_1,Q4.2_2_2,Q4.2_3_1,Q4.2_3_2,Q4.2_4_1,Q4.2_4_2,Q4.2_5_1,Q4.2_5_2,Q4.2_6_1,Q4.2_6_2,Q4.2_7_1,Q4.2_7_2,Q4.2_7_TEXT,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.4_1,Q4.4_2,Q4.4_3,Q4.5_3,Q4.5_4,Q4.5_7,Q4.5_8,Q4.5_9,Q4.5_1,Q4.5_10,Q4.5_9_TEXT,Q5.2,Q5.3,Q5.3_6_TEXT,Q5.4,Q5.5,Q5.6_1,Q5.6_2,Q5.6_3,Q5.6_4,Q5.6_5,Q5.6_6,Q5.6_5_TEXT,Q5.7_1,Q5.7_2,Q5.7_3,Q5.7_4,Q5.7_9,Q5.7_10,Q5.7_11,Q5.7_12,Q5.7_11_TEXT,Q5.8,Q5.9,Q5.10,Q5.10_1_TEXT,Q6.2_10,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.2_5,Q6.2_6,Q6.2_7,Q6.2_8,Q6.2_9,Q6.2_9_TEXT,Q6.3,Q6.4_1,Q6.4_2,Q6.4_3,Q6.4_5,Q6.4_6,Q6.4_7,Q6.4_9,Q6.4_10,Q6.4_11,Q6.4_11_TEXT,Q6.5_1,Q6.5_2,Q6.5_3,Q6.5_4,Q6.5_5,Q7.2,Q7.3,Q7.4_2,Q7.4_3,Q7.4_4,Q7.4_5,Q7.4_6,Q7.4_7,Q7.4_1,Q7.4_1_TEXT,Q7.5,Q7.5_3_TEXT,Q7.6,Q7.7,Q7.8_1,Q7.8_2,Q7.8_3,Q7.8_4,Q7.8_5,Q7.8_6,Q7.8_7,Q7.8_8,Q7.8_7_TEXT,Q7.9,Q7.10
12/2/2020 7:25,12/2/2020 7:33,IP Address,100,456,TRUE,12/2/2020 7:33,R_spRuxlIAy1fK6Hf,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,Nature / hiking trail,Woodland or conservation area,"River, stream, canal or waterfall","Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,2-3 days,More than 1 hr,More time,About the same time,,About the same time,,Before COVID-19,,Before COVID-19,During COVID-19,,,Before COVID-19,During COVID-19,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,Before COVID-19,,Before COVID-19,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Definitely,Definitely,Somewhat,I don’t have enough time,,,,,,,,4-5 days,I have been working from home the whole time; I have not been on campus,,Less time,,,"take a walk, stroll or hike",,rest / relax / read,,,,,,,,,,,Nothing / Little prevents or limits me,,Somewhat,,I am not sure,,I currently live by myself,,,,,,,,,,,Occasionally,,"Walking, hiking",,"Kayaking, canoeing, boating, SUP, swimming",,"Relaxing, reading, picnicking",,,,,N/A or I don't know,N/A or I don't know,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Female,10 or more years,Full-time,,,,,,,,Salaried (Exempt),,Never or rarely,"Small town or village (e.g., Trumansburg, Lansing)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.","If yes, click here to enter your Cornell email address so we may contact you later. This will be recorded in a google Form, separate from this survey (and from the gift card draw form) so your survey responses will remain anonymous."
12/2/2020 7:33,12/2/2020 7:42,IP Address,100,487,TRUE,12/2/2020 7:42,R_2YIWgBvBot9YGJB,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,Nature / hiking trail,Woodland or conservation area,"River, stream, canal or waterfall","Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,,,,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,,,,,,4-6 days,More than 1 hr,More time,About the same time,,About the same time,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,,,,,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat,Somewhat,I don't know,,,,,,,Nothing / little prevents or limits me,,4-5 days,I worked primarily at home with occasional visits to campus,,About the same,About the same time,,"take a walk, stroll or hike",gather or meet with friends / workmates,,,,,,,,,,,,Nothing / Little prevents or limits me,,Somewhat,flexability,Yes (what new activities),running and biking,,,,,,Partner/spouse,,,,Other (please specify),college age student,Frequently,,"Walking, hiking","Running, biking, rockclimbing",,,,,"Fishing, hunting",,,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Female,10 or more years,Full-time,,,,,,,,Hourly (Non-Exempt),,Never or rarely,"Small town or village (e.g., Trumansburg, Lansing)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
12/2/2020 7:22,12/2/2020 7:52,IP Address,100,1817,TRUE,12/2/2020 7:52,R_1OgvyJSiP0QvyAF,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,,,,,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,,,,,,,,,,,2-3 days,31min - 1hr,More time,About the same time,,More time,"I was already struggling with burn out, and the additional stress of the past year has put me in a worse place both mentally and physically.",,,Before COVID-19,During COVID-19,Before COVID-19,,,,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,During COVID-19,Before COVID-19,,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat,Somewhat,Somewhat,I don’t have enough time,,,,Other barriers (please specify):,,,Guilt/Stress,1 day,I worked primarily at home with occasional visits to campus,,More time,About the same time,,"take a walk, stroll or hike",,,,,,,I don't have enough time,,,,,Other barriers (please specify): ,,Guilt/Stress,Somewhat,Getting my mental and physical health back where they need to be.,No,,,,,,,Partner/spouse,,,,,,Frequently,,"Walking, hiking",,,,,,,,,N/A or I don't know,N/A or I don't know,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Female,10 or more years,Full-time,,Permanent,,,,,,Salaried (Exempt),,Never or rarely,"Suburb or just outside an urban center (e.g, Cayuga Heights, East Ithaca)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.","If yes, click here to enter your Cornell email address so we may contact you later. This will be recorded in a google Form, separate from this survey (and from the gift card draw form) so your survey responses will remain anonymous."
12/2/2020 7:47,12/2/2020 7:57,IP Address,100,599,TRUE,12/2/2020 7:57,R_1Nhovk7Ba8jblOJ,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard",,Nature / hiking trail,Woodland or conservation area,"River, stream, canal or waterfall","Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,7 days,31min - 1hr,More time,About the same time,,About the same time,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,During COVID-19,,,,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,Before COVID-19,,,During COVID-19,Before COVID-19,During COVID-19,,,,,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Definitely,Definitely,Somewhat,,,,,Other barriers (please specify):,,,weather,4-5 days,I have been working from home the whole time; I have not been on campus,,About the same,,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",,,,,,,I don't have enough time,,,,,,,,Definitely,Fewer meetings,No,,,,,,,Partner/spouse,,,,,,Very frequently,,"Walking, hiking","Running, biking, rockclimbing","Kayaking, canoeing, boating, SUP, swimming","Gardening, birdwatching, fruit-picking",,,,,,Somewhat agree,N/A or I don't know,Strongly agree,Strongly agree,Neither agree nor disagree,Female,10 or more years,Full-time,,Permanent,,,,,,Hourly (Non-Exempt),,Never or rarely,Rural area,,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.","If yes, click here to enter your Cornell email address so we may contact you later. This will be recorded in a google Form, separate from this survey (and from the gift card draw form) so your survey responses will remain anonymous."
12/2/2020 7:45,12/2/2020 7:58,IP Address,100,804,TRUE,12/2/2020 7:58,R_3NHPEq2GBAzNBjg,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard",,Nature / hiking trail,,,,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,,,,,4-6 days,More than 1 hr,More time,About the same time,,Less time,had ankle surgery fall 2019 and spent most of my time indoors.,Before COVID-19,,Before COVID-19,During COVID-19,,,Before COVID-19,During COVID-19,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,Before COVID-19,During COVID-19,Before COVID-19,,,,Before COVID-19,,,,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat,Somewhat,Somewhat,I don’t have enough time,,,I have no one to go with; engage in outdoor activities with,,,,,0 days,I have been working from home the whole time; I have not been on campus,,More time,,,"take a walk, stroll or hike",,,,,,I am not interested in spending time outdoors in nature,I don't have enough time,,,,,,,,Somewhat,idk,Yes (what new activities),walking on lunch breaks,,,,,,Partner/spouse,,Other family members,,,,Rarely,,,,,,"Relaxing, reading, picnicking",,,,,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Male,10 or more years,Full-time,,,,,,,,Salaried (Exempt),,Never or rarely,"Small town or village (e.g., Trumansburg, Lansing)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
12/2/2020 7:48,12/2/2020 8:00,IP Address,100,722,TRUE,12/2/2020 8:00,R_1irCm39wsnOhvgU,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard",,Nature / hiking trail,Woodland or conservation area,"River, stream, canal or waterfall",,,,,Typically used or visited BEFORE COVID-19 emerged,,,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,,,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,,,,,,,,4-6 days,15-30 min,More time,More time,More flexible schedule allowed for more walks/working outside. Not a huge difference though.,Less time,"Again, not a huge difference. Same as above.",Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,Before COVID-19,During COVID-19,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Definitely,Definitely,Definitely,,,,,Other barriers (please specify):,,,Bad weather :),2-3 days,I have been working from home the whole time; I have not been on campus,,About the same,,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",,,other (please specify):,,work on laptop,,,,,,"Not enough protection from weather (like sun, wind, rain, etc)",,,,Somewhat,More rain/sun protection outside Mann Library.,Yes (what new activities),Much more outdoor dining,,,,,,Partner/spouse,,,,,,Frequently,,"Walking, hiking",,,"Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",Camping,,Other family rituals / traditions outdoors in nature:,Walking the dog,N/A or I don't know,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Female,More than 2 but less than 5 years,Full-time,,,,,,,,Salaried (Exempt),,Never or rarely,"Smaller city or urban center (e.g. Ithaca, Elmira)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.","If yes, click here to enter your Cornell email address so we may contact you later. This will be recorded in a google Form, separate from this survey (and from the gift card draw form) so your survey responses will remain anonymous."
12/2/2020 7:53,12/2/2020 8:10,IP Address,100,1001,TRUE,12/2/2020 8:10,R_xf9glWGZm5UqGIh,anonymous,EN,0.7,"Yes, Let's Go!",Private or shared yard,,,,,,"River, stream, canal or waterfall",,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,2-3 days,31min - 1hr,More time,More time,working remotely-I was able to work in my raised beds more -(lunch and after work),Less time,"when I was at work I would walk with coworkers, I had very little motivation to make myself go out and walk during lunch or after work",Before COVID-19,,Before COVID-19,During COVID-19,,,Before COVID-19,During COVID-19,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,Before COVID-19,,,,,During COVID-19,Before COVID-19,,Before COVID-19,,Before COVID-19,,Before COVID-19,During COVID-19,Before COVID-19,,Before COVID-19,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Definitely,Definitely,Definitely,,,,I have no one to go with; engage in outdoor activities with,,,,,4-5 days,I have been working from home the whole time; I have not been on campus,,Less time,,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",gather or meet with friends / workmates,rest / relax / read,,,,,,,,,,,Nothing / Little prevents or limits me,,Definitely,just having other people to do outside activities with,Yes (what new activities),"more gardening, walking",I currently live by myself,,,,,,,,,,,Occasionally,,"Walking, hiking",,"Kayaking, canoeing, boating, SUP, swimming","Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",,,,,N/A or I don't know,N/A or I don't know,Strongly agree,Somewhat disagree,Neither agree nor disagree,Female,10 or more years,Full-time,,Permanent,,,,,,Hourly (Non-Exempt),,Never or rarely,Rural area,,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.","If yes, click here to enter your Cornell email address so we may contact you later. This will be recorded in a google Form, separate from this survey (and from the gift card draw form) so your survey responses will remain anonymous."
12/2/2020 8:01,12/2/2020 8:11,IP Address,100,590,TRUE,12/2/2020 8:11,R_2uEhEalB0ZizaJb,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard",,Nature / hiking trail,Woodland or conservation area,,"Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,7 days,More than 1 hr,More time,About the same time,,About the same time,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,Before COVID-19,During COVID-19,"swim, atv, snowmobile",,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Definitely,Definitely,Definitely,I don’t have enough time,,,,,,,,2-3 days,I worked primarily at home with occasional visits to campus,,Less time,Less time,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",gather or meet with friends / workmates,,,,,,,,,,,,Nothing / Little prevents or limits me,,Somewhat,A less hectic schedule,No,,,,,,,Partner/spouse,,Other family members,,,,Frequently,,"Walking, hiking",,"Kayaking, canoeing, boating, SUP, swimming",,"Relaxing, reading, picnicking",,,,,Strongly agree,N/A or I don't know,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Male,10 or more years,Full-time,,Permanent,,,,,,Salaried (Exempt),,Never or rarely,"Small town or village (e.g., Trumansburg, Lansing)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
12/2/2020 8:08,12/2/2020 8:14,IP Address,100,359,TRUE,12/2/2020 8:14,R_12m7EaL2sVM5Uw4,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,,Woodland or conservation area,,,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,,,4-6 days,More than 1 hr,About the same time,About the same time,,About the same time,,Before COVID-19,,,,,,,,,,,,,Before COVID-19,During COVID-19,,,,,,,,,,,,,,,,,,,,,,During COVID-19,Before COVID-19,"chores-mow lawn, chop wood, repair house",Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Definitely,Definitely,Somewhat,I don’t have enough time,,,,,,,,4-5 days,I worked primarily at home with occasional visits to campus,,More time,About the same time,,,,,other (please specify):,,chores,,,,There are no natural/green spaces nearby / easily accessible,,,,,,Not at all,,No,,,,,,,Partner/spouse,,,,,,Occasionally,We don’t typically spend family leisure time outdoors in nature,,,,,,,,,,,,,,,Male,10 or more years,,,Permanent,,,,,,Salaried (Exempt),,Never or rarely,"Suburb or just outside an urban center (e.g, Cayuga Heights, East Ithaca)",,,,,,,,Prefer not to answer,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
12/2/2020 7:00,12/2/2020 8:16,IP Address,100,4575,TRUE,12/2/2020 8:16,R_qwp2F5PWePqrQYN,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard",,Nature / hiking trail,Woodland or conservation area,"River, stream, canal or waterfall","Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,4-6 days,Less than 15 min,More time,Less time,To busy working remotely.,More time,Had normal work hours and actually went outdoors on lunches and walking to and from car/traveling.,Before COVID-19,,Before COVID-19,During COVID-19,,,Before COVID-19,During COVID-19,,,,,,,,Before COVID-19,During COVID-19,Before COVID-19,,Before COVID-19,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,Before COVID-19,,Before COVID-19,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat,Somewhat,Definitely,I don’t have enough time,,,,,,,,2-3 days,I have been working from home the whole time; I have not been on campus,,Less time,,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",gather or meet with friends / workmates,rest / relax / read,,,,,I don't have enough time,,,,,,,,Definitely,More areas outside to sit.,I am not sure,,,,,,Youth – high school age,Partner/spouse,,,,,,Very frequently,,"Walking, hiking","Running, biking, rockclimbing",,"Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",,,,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Female,10 or more years,Full-time,,,,,,,,Salaried (Exempt),,Never or rarely,Rural area,,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
12/2/2020 8:11,12/2/2020 8:20,IP Address,100,549,TRUE,12/2/2020 8:20,R_W3xpZwysK5XGXCh,anonymous,EN,0.9,"Yes, Let's Go!",,"Deck, balcony or patio","Public park, garden or orchard","Botanical garden, arboretum or nature center",Nature / hiking trail,,"River, stream, canal or waterfall","Lake, pond or beach",,,,,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,,,,,,4-6 days,15-30 min,More time,More time,I spend most of my free time outdoors but now am trying to socialize more for mental health purposes. ,About the same time,,,During COVID-19,Before COVID-19,,Before COVID-19,,Before COVID-19,,,,,,,Before COVID-19,,,During COVID-19,,During COVID-19,,During COVID-19,,,,,Before COVID-19,,Before COVID-19,,Before COVID-19,,Before COVID-19,During COVID-19,,During COVID-19,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Definitely,Definitely,Definitely,I don’t have enough time,,,,,,,,0 days,I have been working from home the whole time; I have not been on campus,,More time,,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",,rest / relax / read,,,,,I don't have enough time,,,,"Not enough protection from weather (like sun, wind, rain, etc)",,,,Definitely,Easy ability to change into outdoor gear and not waste much time. ,Yes (what new activities),More breaks outside during work day. ,,,,,,,,,Roommate / Friend,,,Rarely,,"Walking, hiking",,,"Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",,,,,N/A or I don't know,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Female,More than 2 but less than 5 years,Full-time,,,,,,,,Hourly (Non-Exempt),,Never or rarely,"Smaller city or urban center (e.g. Ithaca, Elmira)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.","If yes, click here to enter your Cornell email address so we may contact you later. This will be recorded in a google Form, separate from this survey (and from the gift card draw form) so your survey responses will remain anonymous."
12/2/2020 8:17,12/2/2020 8:24,IP Address,100,422,TRUE,12/2/2020 8:24,R_2vfh7nG4lF7IhVH,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,Nature / hiking trail,Woodland or conservation area,"River, stream, canal or waterfall",,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,,,,,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,2-3 days,More than 1 hr,About the same time,More time,,Less time,Work schedule,Before COVID-19,,Before COVID-19,During COVID-19,,,Before COVID-19,During COVID-19,,,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,During COVID-19,Before COVID-19,,,,,,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Definitely,Somewhat,Somewhat,I don’t have enough time,,,,,,,,4-5 days,I have been working from home the whole time; I have not been on campus,,More time,,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",,rest / relax / read,,,,,I don't have enough time,,,,,,,,Definitely,,Yes (what new activities),,,,,,,,,Other family members,,,,Frequently,,,,"Kayaking, canoeing, boating, SUP, swimming","Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",,"Fishing, hunting",,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,Less than 2 years,Full-time,,,,,,,,Hourly (Non-Exempt),,Never or rarely,Rural area,,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
